VideoID,Comments,Labels
l7C7vNa2-K0,At the start they were 91.4km from the sea of Azov.  They are now 88.68 km from the sea of Azov.  TECHNICALLY true.,CNN
l7C7vNa2-K0,"TYPICAL  LEFT WING EXTREME BS  --  The Ukrainians have lost 400,000 dead soldiers.  They are almost OUT of Men....",CNN
l7C7vNa2-K0,In what direction exactly is it picking up? I follow it daily and I don’t see any progress they have been lured into certain reasons and now being closed off. Ukraine is losing so badly it’s not even funny. It’s actually sad how bad ukis are off right now. Ruz are kicking their ass. NATO’s cannon fire the ukis!😂,CNN
l7C7vNa2-K0,"Dreaming, dreams and again dreams. Even Jim didn't look convinced at all. He looks like he can't wait to get to the end of this joke",CNN
l7C7vNa2-K0,CNN is constantly showing intentions as results.,CNN
l7C7vNa2-K0,"So why is the US in Syria?

Sounds like why Russia is in Ukraine",CNN
l7C7vNa2-K0,Lol aggression ok get it in there,CNN
l7C7vNa2-K0,You guys you are full of lies,CNN
l7C7vNa2-K0,they are only on the move because they decided to bypass robotyne. which the russians still hold.,CNN
l7C7vNa2-K0,"What a fantasy of CCN and BBC, Ukrainians could not move an inch in occupying lost territories. Colonel, Ukraine has no air cover for their forces, how can they bring victory? Or this is only to entertain your audience with the false victory. Ukraine cannot take back any of those lost territories. The Ukrainians are now undergoing training with 30 F-16s to defeat Russia. What a joke 🤣🤣🤣",CNN
l7C7vNa2-K0,"Stalled for 3 months  and lost 50,000 KIA, this guy is talking BS now KIA is 400,000 now and counting.",CNN
l7C7vNa2-K0,"CNN wheeling in the warmongers. The retired general is revolving  between the military industrial complex and Biden, his paymasters.",CNN
l7C7vNa2-K0,Remember my words: Ukraine 🇺🇦 will win this war !,CNN
l7C7vNa2-K0,Experts in lies 😂,CNN
l7C7vNa2-K0,"UKRAJINA I KONJ ZELENSKI SU GOTOVI DO NOVE GODINE,A VI ZAPADNI MAJMUNI JEBITE SE DOSTA JE VAS NIKO VAS VISE NEVOLI NITI VJERUJE VASIM LAZIMA,POKAZITE MAJMUNI NARODU UKRAJINSKA GROBLJA ALI BAS VAS BRIGA BOG CE VAS KAZNITI PEDERI,DEMONI,I SREBROLJUPCI",CNN
l7C7vNa2-K0,"the disgusting part is that the U.S and NATO partners dare to criticize Ukraine for not advancing fast enough without any air support, ? no a single APACHE HELICOPTERS, NO FIGHTER JETS? Ukraine is loosing thousands of Soldiers trying to break thru these formidable defense fortifications using only armored vehicles  which fall easy pray to the attack helicopters from Russia? fire that pair of inept general miller and Austin, they have a looser attitude, any Country that is fighting a large army like the Russian even if it's filled with soviet junk, still have the numbers to overpower Ukraine , thank god the Russian leaders are bunch of useless and incompetent men, because if they were not, the Ukrainians would be already defeated. for GOD SAKE GIVE THE UKRAINIANS A MUCH BADLY NEEDED APACHES, F-18, F-15 AND /OR F-16 OR GRIPEN, WITH THE F-18s AND THE GRIPENs  THEY CAN EXECUTE INCREDIBLE OFF ROAD TAKE OFF AND LANDING WHICH IS WHAT UKRAINE NEED AT THIS JUNCTURE",CNN
l7C7vNa2-K0,Another day another retired military dropkick trying to flog a dead horse,CNN
l7C7vNa2-K0,lol true hollywood new,CNN
l7C7vNa2-K0,"Retired colonel don't like to work in the army anymore and start a new job at News Channel h, a news channel hero, runaway from the Army?",CNN
l7C7vNa2-K0,But the middle east was different from there the russians have been behind in the american corperate news helping them lead up to destroying Ukraine we are fighting in Ukraine and you tried to abandon we didnt want to go to the middle east that was yall and then compained when we left .,CNN
l7C7vNa2-K0,STOP FUNDING THIS WAR  - THAT WILL BRING THEM TO THE TABLE,CNN
l7C7vNa2-K0,The Narrative doesn't fit the Facts . . .,CNN
l7C7vNa2-K0,basically attack and die frontally,CNN
l7C7vNa2-K0,"The western countries should keep on mind, the west is loosing treasure while Ukraine is loosing lives. The teasure can be replaced. The side benefit is Pariah Putin's regime is being bled white. The west isn't required to help Ukraine, but, the US has always hated a bully. While Poland and the Baltic states know if pariah Putin wins in Ukraine they are next.",CNN
l7C7vNa2-K0,"Protecting the stolen oil is not the same as saying Protecting the imaginary Kurdistan which is a convenient lie fge us uses to mask why they are in Syria in the first place. 

America is a thug rogye nation using its military to steal ofher nations natural and mineral resources for their parasitic multinationals in tge west and and around the world.",CNN
l7C7vNa2-K0,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,CNN
l7C7vNa2-K0,"Ah, a retired colonel acting as a dictionary for 4 minutes? Sounds like he's shifted from ""boots on the ground"" to ""words on the page!",CNN
l7C7vNa2-K0,"And the Ballistic weapons are Liquid filled!! Meaning Their FIRST STRIKE weapons!! And they are Maneuverable!![ meaning their Virtually IMPOSSIBLE!!!!!!!,to [[[ intercept]]] and the TIMING of Theses Weapon to be Put on COMBAT DUTY!!! Should be Deeply concerning to EVERYONE including the Ones that live in a virtual reality",CNN
l7C7vNa2-K0,It's rather sad and depressing that CNN feels the need to dumb down its reporting of what's been going on in this war presumably for the sake of its intended audience.,CNN
l7C7vNa2-K0,Isn't that confidential?,CNN
l7C7vNa2-K0,"More western bias ,this counter offensive has already failed, so many ifs and coulds ,its laughable what these Generals suggest. Please we're not all this stupid.",CNN
l7C7vNa2-K0,"If Anyone believes that tis is going to work like Anytjing Else was suppose to work!!!!!!!!!, I have a Bridge on [[[MARS!!!] I'm trying to Sale!!!",CNN
l7C7vNa2-K0,"Nice Col. and cnn..show more, show more the strategy..everyday please make a detailed report of the strategy! And you know who will benefit.",CNN
l7C7vNa2-K0,Just tell the truth.  Nothin but the truth.,CNN
l7C7vNa2-K0,"I get why you guys at CNN only focus on the Southern front. Ukraine did capture the small, strategically unimportant village of Robotyne, after Russians strategically withdrawed. Meanwhile in the East, Russia is about to take the strategic important cities of Kupiansk and Adviika. Keep fooling the taxpayer, soon they will start asking questions.",CNN
l7C7vNa2-K0,We are advancing so give us the money and weapons!!!,CNN
l7C7vNa2-K0,“Absolutly...”. - when I heard this...,CNN
l7C7vNa2-K0,"Map looks the same to me.
Cnn trying to see the glass as half full 💃",CNN
l7C7vNa2-K0,"The ukranian counter offensive has failed.... They falling like flies...... No western weapon made any changes......, Have a good day 😊",CNN
l7C7vNa2-K0,"Now that's a lot of damage! - says the tiny drone. Seriously tho, the drones are the real game-changer in warfare.",CNN
l7C7vNa2-K0,"Thanks, CNN.",CNN
l7C7vNa2-K0,Retired Colonel shows Ukraine’s counter offensive” to the world including Russia and cnn helps Russia by airing it 😂,CNN
l7C7vNa2-K0,"Nobody believe that Russia is a treat to Europe. It is stupid excuse for corporative interests and war. 
More stupid is how Ukrainians become tool agains their own citizens. Now they live only destruction and death and their destiny is black whatever outcome of the war will be.
Aid have slowed and will eventually stop. No more interests for random Ukrainians to accomplish. They've lost everything and can't even flee..",CNN
l7C7vNa2-K0,Why not just bomb Tokmak and so called land bridge?,CNN
l7C7vNa2-K0,Ukraine corrupt government never had a chance of winning  this war,CNN
l7C7vNa2-K0,Thats so awesome we are being shown how our money is helping nazis while our food goes to double.  I really wonder why biden is finishing Trumos wall...with gates...and it is a big secret...huh.,CNN
l7C7vNa2-K0,US is not invited in Syria what are you doing there ? Ukraine gaining ground ask yourself how many Ukrainian died just to gain a small ground.,CNN
l7C7vNa2-K0,"Russia is doomed, it will become a third world country with nuclear weapons, frightening.",CNN
l7C7vNa2-K0,Russia is currently going thru American And European unexploded weapons And bits of others ...As They are not looked at Ukraine as a issue but looking at the west now as the source of the war...,CNN
l7C7vNa2-K0,"As a political struggle Zelensky led Ukraine has been a catastrophe for Ukraine on the offensive to counter Russia leading from one frontal assault after another no different from Russia. Perhaps a new Defense Minister will change this but this assault into Southeastern Ukraine has been telegraphed as a ""cake walk"" for well over one Year now by President Zelensky and this obviously has now been proven to be false either in reality or failed execution.",CNN
l7C7vNa2-K0,"@waynearington i suspect when Ukraine gets F-16's and pilots trained here in the state's, thing's will quickly change? God Bless Ukraine!!! 👍😎💪❤️🇺🇸🙏",CNN
l7C7vNa2-K0,"CNN/FNN continues to air the most optimistic propaganda about the war in Ukraine. The Ukrainian military has lost about 400,000 men. The country is in ruin and CNN/FNN not only lobbies for more money, arms & prolonging war, urging Ukrainians to fight on and could care less about the loss of life and destruction of Ukraine. If CNN/FNN had an ounce of integrity, It would turn on Biden and ask a simple question. Why did you NOT prioritize peace with Russia? CNN/FNN has colluded in maintaining this conflict despite the tragic ruin of Ukraine!",CNN
l7C7vNa2-K0,"Ukraine do not need to take tokmac but go just to the east then all the logistical lines for russia are in himmars range,then they hit all ammo dumps as well and after a time thyen take tokmac and move further towards the sea.",CNN
l7C7vNa2-K0,Yeah the counter offensive that started six months ago and has made no progress.,CNN
l7C7vNa2-K0,"That's why he's on cnn, he's a colonel, NOT a general? I suspect that's why he's on the clinton news net work! 🤯🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤢🤮🐍💩",CNN
l7C7vNa2-K0,What  ??  Why do you have an Air Force officer talking about Army Infantry movements ?,CNN
l7C7vNa2-K0,"*Ah, yes, CNN sure loves their Ukrainian Neo-Nazis - so long as they inadvertently serve their globalist goals.*",CNN
l7C7vNa2-K0,God bless Russia to end the brutal Ukrainian regime forever.,CNN
l7C7vNa2-K0,They already Lost what are you thinking about there not picking up ground no Way lol,CNN
l7C7vNa2-K0,"Ukraine knows what it is doing and armchair generals need to sit back and watch.  Presently Ukraine is concentrating on destroying Russian artillery, logistics, and command.  The ""dragon teeth"" are completely ineffective and a waste of resources, but someone in Russia got rich.",CNN
l7C7vNa2-K0,"Ukraine has been ""winning"" the war according to Western Media.",CNN
l7C7vNa2-K0,"Now this is what we want to see. Makes 43 billion well worth it.
It pays for coverage like this. Wonder why doesn't match what they report in europe and asia? Youd think they would be similar. Dont think so? Watch one and prove me wrong.
Catching on yet?",CNN
l7C7vNa2-K0,"Shut this Most corrupt news network false illegal agenda on earth, fire CNN",CNN
l7C7vNa2-K0,How easy to fight a war of words and no deeds,CNN
l7C7vNa2-K0,So Ukraine is being defeated slowly. And we shoveled $200 billion into another failed war? What bunch of crap,CNN
l7C7vNa2-K0,Does America want war with the USSR. I know why. Minority America has poopy skin big noses and bad hair. And the years of slavery.,CNN
l7C7vNa2-K0,This war is over.  Move on.  The USA has no more money for it.   We have people literally living in the streets in many of our major cities.,CNN
l7C7vNa2-K0,"Yeah, things are going so well for Ukraine that they are mobilizing people who would be unfit for service in almost every military in the world, and they just sacked their Minister of Defense, Reznikov. CNN can apply lipstick on the pig with a Wagner Power Painter, but no matter how you slice it, those are not actions of a military for whom things are going well. They kept Reznikov this long so they'd have a scapegoat.",CNN
l7C7vNa2-K0,FOR GOD`S SAKE PUTIN AND RUSSIA IS INNOCENT SOMEONE STOP THIS MADNESS,CNN
l7C7vNa2-K0,We could use the Dragon teeth at the southern border,CNN
l7C7vNa2-K0,"Dear American citizens CNN is influencing you with false information ,alternative lies! You are all informal slaves, like sheep being herded like sheep! Put order in your own country then there will be peace in the world!!!",CNN
l7C7vNa2-K0,"Just wondering, Can the MICLICS destroy those dragon teeths?",CNN
l7C7vNa2-K0,"Another waste of taxpayer  money 
To ukraine",CNN
l7C7vNa2-K0,So interesting to see how americans live on a parallel world... Certainly too much fluor in their's water. But ok. What expect from people that believes that can procreate doing anal sex.,CNN
l7C7vNa2-K0,Wait…1 side has Jerry-rigged over the counter drones. The other side has a missile called “Satan 2”  😮,CNN
l7C7vNa2-K0,"Since last week, Zelensky has started sending 19-year-old children and disabled people to war. Is there anyone with common sense left in Kiev?????",CNN
l7C7vNa2-K0,Sounds like Ukraine has this under control. I was worried they would need more assistance,CNN
l7C7vNa2-K0,Ukraine doesn't have air support and that is maine reason for slow progress.I don't recall USA moved their troops without days of bombing before.,CNN
l7C7vNa2-K0,I never cease to be amazed by the complete ignorance of the retired US military.,CNN
l7C7vNa2-K0,Nato should help and get this over with. Lets be honest Putin is not gonna be able to do anythin about that cause he is just one big bluff everyone knows he has a small peepee,CNN
l7C7vNa2-K0,Z. Ukraine won't last longer,CNN
l7C7vNa2-K0,"AMERICANS first! No more money! they can fight their own fcking war, we got people struggling out here and dying from poverty and crime",CNN
l7C7vNa2-K0,Fukin war mongers..... you make the killing of millions into some hollywood production,CNN
l7C7vNa2-K0,"After 3 months and tens of thousands of Ukrainian deaths their ""progress"" is worthless. A lot of people will have to pay for the intentional destruction of Ukraine and it won't be Russia.",CNN
l7C7vNa2-K0,This war is like China supplying Mexico with billions of dollars in military arms against the US.  The problem is Ukraine don't have the man power.  One big meat grinder. Make peace you fools before your sons and husband's get put in the grinder.,CNN
l7C7vNa2-K0,giving Ukraine tanks when the US can spare them some fighter jets is like giving a beggar a few cents when your wallet is full of hundred dollar bills.,CNN
l7C7vNa2-K0,Makes sense to discuss strategy in a public forum eh! At least nowadays you can save all the expense of spies and agents and just browse Youtube etc.,CNN
l7C7vNa2-K0,This is the worse review i´ve ever seen about the counteroffensive. I read 80% of American believes this nonsense but the fact is that they are losing the war and US don't know what else to do.,CNN
l7C7vNa2-K0,Не взрывайте Россию пусть ещё поживут,CNN
l7C7vNa2-K0,"I don't get it, why US can't provide just a single nuke for that Crimean bridge? It would be huge success for Ukraine. The bridge is the real issue here",CNN
l7C7vNa2-K0,God bless Russia in its fight against satanic West.,CNN
l7C7vNa2-K0,בלבלעעחגחגחגחח🐷🪿🐷🪿🙊🙈🦁🪿🪿🐮🐥🙉,CNN
l7C7vNa2-K0,"Cnn tell biden give Bangladesh  economic sanction, government very time vote thief,",CNN
l7C7vNa2-K0,"The West unleashed this war , not Russia . Russia has endured for a long time",CNN
l7C7vNa2-K0,"Freedom Donbass ✌🏼
Biden is a uranium monster destroying Ukraine. #ukraineterrorist",CNN
l7C7vNa2-K0,So if the dragon's teeth can be overcome they lose their effectiveness... MIND BLOWN,CNN
l7C7vNa2-K0,"Retired military, former military, at this point they don't have a clue what is going on, they are outside the loop.
Why does the news insist, on putting them on the air .
No information they have is reliant,
It's just conjecture and speculation.
If they actually had relevant information,the military would have them locked down so fast and be screaming NATIONAL Security. 
The news has become a Joke 🤣.",CNN
l7C7vNa2-K0,"I do not care as to how long a dry leave  may stay up on a tree; it must falls. That's, Russa must fall at the hands of Ukrine one of these days.",CNN
l7C7vNa2-K0,"General Flynn (US Army) about Ukraine: ""This is a human trafficking center. This is a center specializing in child trafficking. This is a drug trafficking center. This is the center of the arms trade. We know about biolabs... and there's just a huge influx of money... This is, after all, money laundering.""
I am a Ukrainian women, the West has been waging war against my country for the tenth year, the West organized a coup d'etat in 2014 and brought Satanists and neo-Nazis of the Bandera junta to power in our country. The war has been going on for the tenth year, this is a war of pro-Western neo-Nazi criminals against the Ukrainian people. We, Ukrainians, have hope only for the victory of the Russian army, which will free us from criminals. We Ukrainians will win despite the fact that the damned West supplies weapons and mercenaries to Zelensky's criminal power. Freedom to Ukraine! Death to the Fascist occupiers! Glory to the Russian soldier liberator!",CNN
l7C7vNa2-K0,Dragon teeth are easy to over come just set up a temp small over bridge that can be assembled on site by robotics if need be so that tanks can just drive right over them but gotta be careful of land mines that may be buried or use drones and robots to lasso them then drag them out of the way again still got to worry about land mines,CNN
l7C7vNa2-K0,What a stupid Retired Air Force Col,CNN
l7C7vNa2-K0,"Ukraine cannot win the war.  The Ukrainian troops are being slaughtered.  They have lost 400,000 soldiers.  Trump is right, we need peace.",CNN
l7C7vNa2-K0,Slava Russia 🇷🇺 time for a new world order,CNN
l7C7vNa2-K0,VOTE TRUMP. END THE WARS! STOP THE KILLING.,CNN
l7C7vNa2-K0,Why is cnn so concerned about dragon's teeth. The mines are the issue.,CNN
l7C7vNa2-K0,Disgusting to see these pro war people use Ukrainians as their proxy.,CNN
l7C7vNa2-K0,Biden is killing thousands of Ukranian men. Why??,CNN
l7C7vNa2-K0,Salute General,CNN
l7C7vNa2-K0,"ហើយហែងលុបសំនេរ របស់ អញធ្វើស្អីអាឆ្កែថោក
បើខ្លាចគេដឹងហែងប្រព្រឹត្តធ្វើស្អី
អាឆ្កែថោកទាប ធ្វើដល់ប្រធានាធិបតីមហាអំណាចចរិតថោកទាបជាឆ្កែទៀត
ពេលបោះឆ្នោតហែងសុំពួកអញម្ល៉េះ
បានកាន់អំណាច រំលោភសិទ្ធិពួកអញ
អឆ្កែ ហែងគ្រាន់បើ គ្រប់វិស័យ ហែងកុំយកចូល អន្តរជាតិអញ អាថោកទាប មកពីរហែងរំលោភសិទ្ធិមនុស្ស ហែងចង់អោយអញគោរពហែងមិចហា ( ខ្ញុំថាអោយអាតំានងប្រធានាធិបតី American  ទេវាកំពុង ចុច កម្មវិធី ទូរស័ព្ទខ្ញុំ ហើយនិយាយតាមផ្កាយរណបមក ជេប្រមាថ ប្រជាជន រាល់ ថ្ងៃវាបញ្ជា ក្រុមពួកវា អោយធ្វើទារុណកម្ម ផ្លូវចិត្តប្រជាជន វាជេ ២៤ ម៉ោង ហ៊ានដាក់ phone number វាចាំ ធ្វើភ័ស្តុតាងនចាប់គេ ហើយវាលួច កម្មវិធីទូរស័ព្ទ ឯកជន បើហែអស្ចារ្យ មិនអញ អញ ហែកកេរ្តិ៍ហែងបានអាបំផ្លាញ អន្តរជាតិ 👎 អាចាញ់ ក្រោម ការដឹកនាំ ប្រធានាធិបតីវា វាគិតថាគ្មានភ័ស្តុតា មានតែ វានៅ តែប្រព្រឹត្ត អាឆ្កែថោកទាប)",CNN
l7C7vNa2-K0,✨🇺🇸✨TRUMP24✨🇺🇸✨,CNN
l7C7vNa2-K0,The far-left is going to drag the world into WWIII.,CNN
l7C7vNa2-K0,Ukrainians war on Russia is suicide. Why does Ukraine force Russia to kill their brothers? You support this? Russia will not forget. Russian invasion was over before it started. Z denied peace talks several times.,CNN
l7C7vNa2-K0,Yea.. let the Russians know the game plan..jeez... is this real life???,CNN
l7C7vNa2-K0,Fake news🎃,CNN
l7C7vNa2-K0,well i guess sharing strategy on the media is a smart thing to do during a war.,CNN
l7C7vNa2-K0,"Yeah, here's the strategy colonel. The Ukrainians move up to penetrate the Russian's first line of defense. The Russians let them come in. The Ukrainian's positions are  plotted out by the Russians. The Russians then rain craploads of mortar and artillery fire down on the Ukrainians. The Ukrainians have a difficult time pulling back because some of that artillery were artillery launched mines. Meanwhile, the US and other NATO members send old, obsolete F-16s to Ukraine which will get blown out of the sky as soon as they take off in Ukraine airspace. See ya next week on  the golf course colonel. 👋👋",CNN
l7C7vNa2-K0,https://youtu.be/yE7PGtCYFsY?si=GBGDgfUMpBokKQ9y,CNN
l7C7vNa2-K0,The M 1150 Assault Breacher can get thru the Dragons Teeth ...no problem.,CNN
l7C7vNa2-K0,Have the Ukrainian tanks blast their way through those dragon's teeth.,CNN
l7C7vNa2-K0,Heavy artillery against those dragon's teeths,CNN
l7C7vNa2-K0,A 24/7 dedication to incapacitate all bridges suppliers and just blowing big holes in roads by long range like the newly modified Neptune missile could've be having choking effects on  the orcs already.,CNN
l7C7vNa2-K0,Ukraine + the US + nato can never win a war against Russia.  We're watching the space. 😎😎😎 Negotiation table is the only way to go. ✌️✌️✌️,CNN
l7C7vNa2-K0,"I know that experts are sometimes wrong. However, the even more stupid part is that these experts are telling the Soviet Leadership what Ukraine is going to do, and they STILL can't stop the Ukrainians. Their leaders are maroons !",CNN
l7C7vNa2-K0,Host person is a disrespectful clown. Wow'ing and looking everywhere but in the eyes of the general.,CNN
l7C7vNa2-K0,"Nice Report, Thank You CNN",CNN
l7C7vNa2-K0,As long as the Big Guy gets his 10%...,CNN
l7C7vNa2-K0,Yo odio hermano mio dijo como dijo corripio yo tenia enpresa,CNN
l7C7vNa2-K0,The  first indicator that this story is total propaganda BS is that it's being broadcast on national news. Only an ignoramus broadcast their war strategy on national news unless it total propaganda BS. CNN ignorant news for the ignorami.,CNN
l7C7vNa2-K0,Fredom to Assange,CNN
l7C7vNa2-K0,Putin is war criminal.,CNN
l7C7vNa2-K0,Cnn is warmongering garbage,CNN
l7C7vNa2-K0,Moving very slowly forward in one part of Zap only. Whilst losing ground elsewhere. Please try to be realistic and dont sugar coat it. Its not good.,CNN
l7C7vNa2-K0,"What if Russia is letting Ukraine use up its men and materials because Biden told them we cant supply munitions, ? He lets Ukraine push their little bulge and at some point cut them off and annihilate them???????????????????",CNN
l7C7vNa2-K0,The USA shouldn't be in Syria... illegal occupation,CNN
l7C7vNa2-K0,"Dragons teeth is Ww1 technology, ask the Wehrmacht?🙀. Add some F16s with  cluster bombs and just plow a road to Crimea for your tanks!  Hold my beer😂",CNN
l7C7vNa2-K0,"the ""spring counter offensive"" is going horribly....",CNN
l7C7vNa2-K0,"What Russia don’t have is the endless number of old , out modelled , cheap and but still functioning cars, trucks and heavy lifts vehicles that could be possibly sourced all over Europe , America and like minded partners . All the Allies would do is make them remotely controlled unmanned vehicles laden sometimes with explosives in intentions of ramming those minefields , fortified trenches , pillboxes and dragon teeth. Those old , cheap  but still capable vehicles would serve as force multipliers.",CNN
l7C7vNa2-K0,Ukrainians artillery is advancing after a lot of demining ground momentum is moving strongly Slava Ukraine 🇺🇦,CNN
l7C7vNa2-K0,"Notice how the reporter skips around the intercontinental nuclear missile questioning.  What’s it used for, well it’s not for Ukraine.  That’s right, it’s for the USA. This is why this war needs to end instead of pushing forward towards a catastrophe.",CNN
l7C7vNa2-K0,Black America! Biden did not hesitate to help Ukraine by sending $billions and weapons.  Why has he been silent on the racist French Neo-colonialism stealing all of Africa's resources while the people starve in Africa! Gregory St. James Mundy (author of The Truth About 911),CNN
l7C7vNa2-K0,"Ukrainian forces have plowed through Dragon's teeth defenses in numerous places; ground truth intelligence tells all. As do AFU video! They're cutting Russian forces off in the south in a swath between there and the north where AFU have prepared to deal with Russian forces there. In effect, they're isolating Crimea. The Kerch Bridge was just hit again. In recent weeks, SBU units have repeatedly infiltrated and conducted tactical strikes in Crimea. The best is yet to come. Meanwhile, special mission units have been carrying out tactical strikes inside Russia, showing just how feckless Russian air defenses are. The successful strike on the Pskovi air base is a testament to that. But all this had been predicted months ago. Slava Ukraini ...",CNN
l7C7vNa2-K0,When I see these kind of analisis I wonder if they could be kept secret instead.,CNN
l7C7vNa2-K0,"The media is lying to us. Ukraine is slowly loosing the war. Only intervention of US Troops will prevent total loss. Look people CNN is reporting,  on all media fronts that's leftist they are lying.",CNN
l7C7vNa2-K0,still looks like they are losing,CNN
l7C7vNa2-K0,Бобры летят на родину ..бобры...летят..😅🚀🚀🚀🚀,CNN
l7C7vNa2-K0,Time for peace ✌️  no more war,CNN
l7C7vNa2-K0,"Shhhhh, don't tell em",CNN
l7C7vNa2-K0,"""We are on the move""...  Um.  Sure.",CNN
l7C7vNa2-K0,It's as if CNN only hires incompetent people. What happened to informing the people. There are so many lies in this segment that pointing them out would cause the fan boys to pile in.,CNN
l7C7vNa2-K0,Swim with the sharks for 48 hours then we can discuss your strategy. Lol,CNN
l7C7vNa2-K0,This is why he’s retired. Roflmao,CNN
l7C7vNa2-K0,Dream on,CNN
l7C7vNa2-K0,what counteroffensive,CNN
l7C7vNa2-K0,"As the investigation continues into Joe Biden’s involvement in his son Hunter’s illegal business activity, the White House is scrambling to defend the president.
To prevent the release of 200 documents involving Biden from the National Archives (NARA), the White House is claiming “executive privilege",CNN
l7C7vNa2-K0,"Glory mother donbass russia❤ 
This will russian excited to keep moving on❤",CNN
l7C7vNa2-K0,Why is Col. DUM DUM fiving Ukraine war secrets to Russia?  ,CNN
l7C7vNa2-K0,CNN are on board with political war mongers .   No amount of spin will change the demise of Ukraine and the U.S money .,CNN
l7C7vNa2-K0,"The biggest problem for Russia, over the years as far back as I can remember they had very little resistance for take overs and they tried that with Ukraine and did not think that they would get the support from many counties to aid the Ukraine The bully did not get his ass kicked yet but has some painful bruise that are starting to hurt bad, every one that felt that Russia may invade them needs to step up and support to rid Russia as the bully. The US has always since I was a kid had problems with them due to nukes an now is the time to stop them invade remove power and let those poor people and many are nice people that have been suppressed live a good life, not under what Putin brought back from old days.",CNN
l7C7vNa2-K0,"America  destroyed  Ukraine. Zeleneskyy is a fool,should  have thought  about his people.Its a testing ground  to Biden.  For arms sales. This is what America is.",CNN
l7C7vNa2-K0,Why Ukraine is the West's fault (very clear explanation) - https://youtu.be/JrMiSQAGOS4,CNN
l7C7vNa2-K0,"The main East West rail link that limited the Russian advance, goes through Tokmak. The coast road the colonel is talking about is a secondary road with multiple bridges the Ukrainian military can cut at any time. Due to the size and carrying capacity of this road small teams could carry enough explosives to break bridges designed for that road.",CNN
l7C7vNa2-K0,This clown has been wrong since day 1 yet he still has airtime?  No wonderCNN ratings are in the gutter.  No one trust MSM anymore just another government propaganda mouth piece.,CNN
l7C7vNa2-K0,Ukrainian Tanks Blown To Pieces By Putin's Men; Watch Russian Army 'Wipe Out' 655 Troops,CNN
l7C7vNa2-K0,"they act as if Russia cant also create and use cheap FPV drones to blow up $5m western tanks... news flash, they can and they are... its not some magical drone tech that only ukraine has lol",CNN
l7C7vNa2-K0,Imagine thinking this is not fake news propaganda and that they actually just gave Russia the playbook.,CNN
l7C7vNa2-K0,"copium... any American that thinks they can take back every inch of land including Crimea is delusional. im american and i wish they could, but its a numbers game and they'd need millions of men, 10k+ tanks and armored vehicles and air superiority",CNN
l7C7vNa2-K0,Show us how the Ukrainians are winning by how they are retreating into their bombed out homes. Lol. They are almost finished. They almost thought they could get away with the money laundering,CNN
l7C7vNa2-K0,I hope the Ukrainians can steal one of those Satan 2s,CNN
l7C7vNa2-K0,And making believe 'cause it's all you can do,CNN
l7C7vNa2-K0,Russia has set up 3 well fortified defensive lines plus a world record of mines fields they are patient no pressure on them for quick offensive attacks it's become a meat grinder for the Ukrainian people. The true number of Ukrainian military casualties isn't being published. Sad,CNN
l7C7vNa2-K0,"Cutting to the sea down a narrow strip like that will leave them surrounded. This makes no sense. I think they're probably trying to get Russia to move troops, so they can attack down the coast towards Mariupol",CNN
l7C7vNa2-K0,Ukraine is about to get those F-16's and it's a game changer for their air support of the Tank and assault vehicles to take chunks of land back... ;-) Russia with their economy in shambles has struggled to maintain the war and the next round of losses will put them into a spiral...,CNN
l7C7vNa2-K0,"Absolutely!
Keep sending money to the most corrupt nation on earth",CNN
l7C7vNa2-K0,Your media is a lier media this is what USA &NATO  planning but that’s not gonna work  be Cause this war is USA in Russian remember they’re not Ukrainian  president this to pretend he is the president of Ukraine he is a fake president It was put in a 2014 by USA another so that’s not making no sense,CNN
l7C7vNa2-K0,that crimean large bridge...needs 2 bee permanently-DROPPED!!!!!...NUFF_SAID!!!!,CNN
l7C7vNa2-K0,Ukraine needs more weapons,CNN
l7C7vNa2-K0,"Why do you need permanently planted fixed dragon teeth if your advancing forward, hummm!",CNN
l7C7vNa2-K0,"jajjaajaj wtf cnn in minor yes minor,,,, now you bring a colonel to say what you want to say and nobody believe,,, yes of course if is a colonel he knows yea he knows wtf even Biden and more and more european contries say naaaaa this sh.... is going nowhere,,,,,,",CNN
l7C7vNa2-K0,"The past four days Ukraine has been stuck in and around Robotyne and the Russians, having them bottled up on three sides, are ABSOLUTELY MASSACRING them with thermobaric rockets and 1000 pound guided bombs. Those are devastating area-effect weapons that don't have to actually hit anything to obliterate anything in a dense area. ""ADVANCING"" my azz!!! They go ten steps forward then get annihilated, then they send a few hundred more soldiers in and report to the West ""well we got 10 feet further last time so we are advancing"".  When the numbers come out jaws will drop-----NYT said up to 500K casualties for AFU and that was a MONTH ago.",CNN
l7C7vNa2-K0,Give Ukraine all they need to end Russian terrorism 🇸🇪❤️🇺🇦,CNN
l7C7vNa2-K0,usually fake news : ),CNN
l7C7vNa2-K0,Why would a retired US colonel know anything about Ukraines strategy? This is not news it’s speculation.,CNN
l7C7vNa2-K0,No one is giving away what Ukraine are planning.,CNN
l7C7vNa2-K0,"asking an American General how to fight a near peer military is like asking a world of warcraft nerd how to get women, they only know how to fight farmers and goat herders.",CNN
l7C7vNa2-K0,Big Ukraine 🇺🇦,CNN
